[12:28:21 WIB 2026-09-01] === MONITOR XAU V2 MULAI (update 28 Aug: self-lock + guard TF + wick sanity + state persist) ===
[12:28:21 WIB 2026-09-01]   [A] SELL LIMIT SELL entry=4538 SL=4550 TP1=4449 TP2=4370 (waiting)
[12:28:21 WIB 2026-09-01]   [B] BUY LIMIT BUY entry=4400 SL=4355 TP1=4450 TP2=4538 (waiting)
[12:28:21 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4427.18 | PINE=FLAT RSI=39.7
[14:30:08 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4426.16 | PINE=FLAT RSI=42.6
[14:31:08 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4420.57 | PINE=FLAT RSI=39.2
[14:31:08 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4420.57 | PINE=FLAT RSI=39.2
[14:32:08 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4424.73 | PINE=FLAT RSI=41.2
[14:32:08 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4424.73 | PINE=FLAT RSI=41.2
[14:33:08 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4423.15 | PINE=FLAT RSI=41
[14:33:08 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4423.15 | PINE=FLAT RSI=41
[14:34:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4427.15 | PINE=FLAT RSI=42.6
[14:34:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4427.15 | PINE=FLAT RSI=42.6
[14:35:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4425.60 | PINE=FLAT RSI=42.5
[14:35:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4425.60 | PINE=FLAT RSI=42.5
[14:36:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4425.13 | PINE=FLAT RSI=42.1
[14:36:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4425.13 | PINE=FLAT RSI=42.1
[14:37:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4423.82 | PINE=FLAT RSI=41
[14:37:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4423.82 | PINE=FLAT RSI=41
[14:38:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4420.81 | PINE=FLAT RSI=39.3
[14:38:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4420.81 | PINE=FLAT RSI=39.3
[14:39:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4420.02 | PINE=FLAT RSI=38.5
[14:39:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4420.02 | PINE=FLAT RSI=38.5
[14:40:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4418.24 | PINE=FLAT RSI=38.3
[14:40:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4418.24 | PINE=FLAT RSI=38.3
[14:41:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4417.92 | PINE=FLAT RSI=37.5
[14:41:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4417.92 | PINE=FLAT RSI=37.5
[14:42:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4419.66 | PINE=FLAT RSI=38.5
[14:42:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4419.66 | PINE=FLAT RSI=38.5
[14:43:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4421.27 | PINE=FLAT RSI=39.1
[14:43:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4421.27 | PINE=FLAT RSI=39.1
[14:44:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4421.14 | PINE=FLAT RSI=39.8
[14:44:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4421.14 | PINE=FLAT RSI=39.8
[14:45:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4418.93 | PINE=FLAT RSI=38.5
[14:45:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4418.93 | PINE=FLAT RSI=38.5
[14:46:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4417.51 | PINE=FLAT RSI=37.4
[14:46:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4417.51 | PINE=FLAT RSI=37.4
[14:47:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4418.10 | PINE=FLAT RSI=37.3
[14:47:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4418.10 | PINE=FLAT RSI=37.3
[14:48:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4419.38 | PINE=FLAT RSI=38.7
[14:48:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4419.38 | PINE=FLAT RSI=38.7
[14:49:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4422.35 | PINE=FLAT RSI=40.8
[14:49:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4422.35 | PINE=FLAT RSI=40.8
[14:50:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4422.19 | PINE=FLAT RSI=41
[14:50:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4422.19 | PINE=FLAT RSI=41
[14:51:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4421.77 | PINE=FLAT RSI=40.9
[14:51:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4421.77 | PINE=FLAT RSI=40.9
[14:52:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4420.90 | PINE=FLAT RSI=40.1
[14:52:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4420.90 | PINE=FLAT RSI=40.1
[14:53:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4419.68 | PINE=FLAT RSI=39
[14:53:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4419.68 | PINE=FLAT RSI=39
[14:54:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4419.51 | PINE=FLAT RSI=39.3
[14:54:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4419.51 | PINE=FLAT RSI=39.3
[14:55:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4419.06 | PINE=FLAT RSI=38.9
[14:55:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4419.06 | PINE=FLAT RSI=38.9
[14:56:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4422.11 | PINE=FLAT RSI=40.6
[14:56:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4422.11 | PINE=FLAT RSI=40.6
[14:57:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4420.92 | PINE=FLAT RSI=39.7
[14:57:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4420.92 | PINE=FLAT RSI=39.7
[14:58:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4419.26 | PINE=FLAT RSI=38.3
[14:58:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4419.26 | PINE=FLAT RSI=38.3
[14:59:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4417.41 | PINE=FLAT RSI=37.4
[14:59:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4417.41 | PINE=FLAT RSI=37.4
[15:00:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4420.18 | PINE=FLAT RSI=39.2
[15:00:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4420.18 | PINE=FLAT RSI=39.2
[15:01:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4416.91 | PINE=FLAT RSI=37.1
[15:01:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4416.91 | PINE=FLAT RSI=37.1
[15:02:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4416.81 | PINE=FLAT RSI=37.1
[15:02:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4416.81 | PINE=FLAT RSI=37.1
[15:03:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4415.31 | PINE=FLAT RSI=36.3
[15:03:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4415.31 | PINE=FLAT RSI=36.3
[15:04:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4412.71 | PINE=FLAT RSI=36.3
[15:04:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4412.71 | PINE=FLAT RSI=36.3
[15:05:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4411.80 | PINE=FLAT RSI=35.1
[15:05:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4411.80 | PINE=FLAT RSI=35.1
[15:06:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4413.01 | PINE=FLAT RSI=36.5
[15:06:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4413.01 | PINE=FLAT RSI=36.5
[15:07:09 WIB 2026-09-01] GUARD TF: chart tidak di M15 (interval bar 1440 mnt) — auto-set M15, siklus ini dilewati
[15:08:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4404.72 | PINE=FLAT RSI=32.1
[15:08:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4404.72 | PINE=FLAT RSI=32.1
[15:09:09 WIB 2026-09-01] GUARD TF: chart tidak di M15 (interval bar 30 mnt) — auto-set M15, siklus ini dilewati
[15:10:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4394.42 | PINE=FLAT RSI=30.6
[15:10:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4394.42 | PINE=FLAT RSI=30.6
[15:10:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:10:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:10:09 WIB 2026-09-01] [B] floating -5.6 pips | harga=4394.42 | PINE=FLAT RSI=30.6
[15:11:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4391.06 | PINE=FLAT RSI=26.6
[15:11:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4391.06 | PINE=FLAT RSI=26.6
[15:11:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:11:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:11:09 WIB 2026-09-01] [B] floating -8.9 pips | harga=4391.06 | PINE=FLAT RSI=26.6
[15:12:09 WIB 2026-09-01] [LIVE] floating -8.9 pips | harga=4391.07 | PINE=FLAT RSI=26.6
[15:12:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4391.07 | PINE=FLAT RSI=26.6
[15:12:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4391.07 | PINE=FLAT RSI=26.6
[15:12:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:12:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:12:09 WIB 2026-09-01] [B] floating -8.9 pips | harga=4391.07 | PINE=FLAT RSI=26.6
[15:13:09 WIB 2026-09-01] [LIVE] floating -1.0 pips | harga=4398.98 | PINE=FLAT RSI=28.9
[15:13:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4398.98 | PINE=FLAT RSI=28.9
[15:13:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4398.98 | PINE=FLAT RSI=28.9
[15:13:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:13:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:13:09 WIB 2026-09-01] [B] floating -1.0 pips | harga=4398.98 | PINE=FLAT RSI=28.9
[15:14:09 WIB 2026-09-01] [LIVE] floating 5.0 pips | harga=4404.96 | PINE=FLAT RSI=32.3
[15:14:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4404.96 | PINE=FLAT RSI=32.3
[15:14:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4404.96 | PINE=FLAT RSI=32.3
[15:14:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:14:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:14:09 WIB 2026-09-01] [B] floating 5.0 pips | harga=4404.96 | PINE=FLAT RSI=32.3
[15:15:09 WIB 2026-09-01] [LIVE] floating 5.3 pips | harga=4405.27 | PINE=FLAT RSI=31.7
[15:15:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4405.27 | PINE=FLAT RSI=31.7
[15:15:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4405.27 | PINE=FLAT RSI=31.7
[15:15:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:15:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:15:09 WIB 2026-09-01] [B] floating 5.3 pips | harga=4405.27 | PINE=FLAT RSI=31.7
[15:16:09 WIB 2026-09-01] [LIVE] floating 2.2 pips | harga=4402.24 | PINE=FLAT RSI=30.8
[15:16:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4402.24 | PINE=FLAT RSI=30.8
[15:16:09 WIB 2026-09-01] [B] BUY LIMIT 4400 belum kena | harga=4402.24 | PINE=FLAT RSI=30.8
[15:17:09 WIB 2026-09-01] [LIVE] floating 1.3 pips | harga=4401.25 | PINE=FLAT RSI=29.7
[15:17:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4401.25 | PINE=FLAT RSI=29.7
[15:17:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4401.25 | PINE=FLAT RSI=29.7
[15:17:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:17:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:17:09 WIB 2026-09-01] [B] floating 1.3 pips | harga=4401.25 | PINE=FLAT RSI=29.7
[15:18:09 WIB 2026-09-01] [LIVE] floating -1.9 pips | harga=4398.09 | PINE=FLAT RSI=28.9
[15:18:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4398.09 | PINE=FLAT RSI=28.9
[15:18:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4398.09 | PINE=FLAT RSI=28.9
[15:18:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:18:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:18:09 WIB 2026-09-01] [B] floating -1.9 pips | harga=4398.09 | PINE=FLAT RSI=28.9
[15:19:09 WIB 2026-09-01] [LIVE] floating -4.4 pips | harga=4395.56 | PINE=FLAT RSI=28.2
[15:19:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4395.56 | PINE=FLAT RSI=28.2
[15:19:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4395.56 | PINE=FLAT RSI=28.2
[15:19:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:19:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:19:09 WIB 2026-09-01] [B] floating -4.4 pips | harga=4395.56 | PINE=FLAT RSI=28.2
[15:20:09 WIB 2026-09-01] [LIVE] floating -4.0 pips | harga=4395.98 | PINE=FLAT RSI=28.3
[15:20:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4395.98 | PINE=FLAT RSI=28.3
[15:20:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4395.98 | PINE=FLAT RSI=28.3
[15:20:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:20:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:20:09 WIB 2026-09-01] [B] floating -4.0 pips | harga=4395.98 | PINE=FLAT RSI=28.3
[15:21:09 WIB 2026-09-01] [LIVE] floating -3.4 pips | harga=4396.65 | PINE=FLAT RSI=28.4
[15:21:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4396.65 | PINE=FLAT RSI=28.4
[15:21:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4396.65 | PINE=FLAT RSI=28.4
[15:21:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:21:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:21:09 WIB 2026-09-01] [B] floating -3.4 pips | harga=4396.65 | PINE=FLAT RSI=28.4
[15:22:09 WIB 2026-09-01] [LIVE] floating -4.5 pips | harga=4395.47 | PINE=FLAT RSI=28.4
[15:22:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4395.47 | PINE=FLAT RSI=28.4
[15:22:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4395.47 | PINE=FLAT RSI=28.4
[15:22:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:22:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:22:09 WIB 2026-09-01] [B] floating -4.5 pips | harga=4395.47 | PINE=FLAT RSI=28.4
[15:23:09 WIB 2026-09-01] [LIVE] floating -5.1 pips | harga=4394.88 | PINE=FLAT RSI=27.9
[15:23:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4394.88 | PINE=FLAT RSI=27.9
[15:23:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4394.88 | PINE=FLAT RSI=27.9
[15:23:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:23:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:23:09 WIB 2026-09-01] [B] floating -5.1 pips | harga=4394.88 | PINE=FLAT RSI=27.9
[15:24:09 WIB 2026-09-01] [LIVE] floating -12.5 pips | harga=4387.48 | PINE=FLAT RSI=25.9
[15:24:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4387.48 | PINE=FLAT RSI=25.9
[15:24:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4387.48 | PINE=FLAT RSI=25.9
[15:24:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:24:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:24:09 WIB 2026-09-01] [B] floating -12.5 pips | harga=4387.48 | PINE=FLAT RSI=25.9
[15:25:09 WIB 2026-09-01] [LIVE] floating -15.2 pips | harga=4384.76 | PINE=FLAT RSI=24.9
[15:25:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4384.76 | PINE=FLAT RSI=24.9
[15:25:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4384.76 | PINE=FLAT RSI=24.9
[15:25:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:25:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:25:09 WIB 2026-09-01] [B] floating -15.2 pips | harga=4384.76 | PINE=FLAT RSI=24.9
[15:26:09 WIB 2026-09-01] [LIVE] floating -15.6 pips | harga=4384.40 | PINE=FLAT RSI=24.9
[15:26:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4384.40 | PINE=FLAT RSI=24.9
[15:26:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4384.40 | PINE=FLAT RSI=24.9
[15:26:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:26:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:26:09 WIB 2026-09-01] [B] floating -15.6 pips | harga=4384.40 | PINE=FLAT RSI=24.9
[15:27:09 WIB 2026-09-01] [LIVE] floating -13.1 pips | harga=4386.91 | PINE=FLAT RSI=25
[15:27:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4386.91 | PINE=FLAT RSI=25
[15:27:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4386.91 | PINE=FLAT RSI=25
[15:27:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:27:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:27:09 WIB 2026-09-01] [B] floating -13.1 pips | harga=4386.91 | PINE=FLAT RSI=25
[15:28:09 WIB 2026-09-01] [LIVE] floating -12.6 pips | harga=4387.41 | PINE=FLAT RSI=25.3
[15:28:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4387.41 | PINE=FLAT RSI=25.3
[15:28:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4387.41 | PINE=FLAT RSI=25.3
[15:28:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:28:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:28:09 WIB 2026-09-01] [B] floating -12.6 pips | harga=4387.41 | PINE=FLAT RSI=25.3
[15:29:09 WIB 2026-09-01] [LIVE] floating -18.1 pips | harga=4381.92 | PINE=FLAT RSI=24.4
[15:29:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4381.92 | PINE=FLAT RSI=24.4
[15:29:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4381.92 | PINE=FLAT RSI=24.4
[15:29:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:29:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:29:09 WIB 2026-09-01] [B] floating -18.1 pips | harga=4381.92 | PINE=FLAT RSI=24.4
[15:30:09 WIB 2026-09-01] [LIVE] floating -17.5 pips | harga=4382.49 | PINE=FLAT RSI=24.5
[15:30:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4382.49 | PINE=FLAT RSI=24.5
[15:30:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4382.49 | PINE=FLAT RSI=24.5
[15:30:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:30:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:30:09 WIB 2026-09-01] [B] floating -17.5 pips | harga=4382.49 | PINE=FLAT RSI=24.5
[15:31:09 WIB 2026-09-01] [LIVE] floating -21.4 pips | harga=4378.60 | PINE=FLAT RSI=22.7
[15:31:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4378.60 | PINE=FLAT RSI=22.7
[15:31:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4378.60 | PINE=FLAT RSI=22.7
[15:31:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:31:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:31:09 WIB 2026-09-01] [B] floating -21.4 pips | harga=4378.60 | PINE=FLAT RSI=22.7
[15:32:09 WIB 2026-09-01] [LIVE] floating -20.3 pips | harga=4379.69 | PINE=FLAT RSI=22.9
[15:32:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4379.69 | PINE=FLAT RSI=22.9
[15:32:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4379.69 | PINE=FLAT RSI=22.9
[15:32:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:32:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:32:09 WIB 2026-09-01] [B] floating -20.3 pips | harga=4379.69 | PINE=FLAT RSI=22.9
[15:33:09 WIB 2026-09-01] [LIVE] floating -23.2 pips | harga=4376.82 | PINE=FLAT RSI=22.4
[15:33:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4376.82 | PINE=FLAT RSI=22.4
[15:33:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4376.82 | PINE=FLAT RSI=22.4
[15:33:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
[15:33:09 WIB 2026-09-01] === TRACKING B: SL 4355 | TP1 4450 (L1 close) | TP2 4538 (L2 runner) ===
[15:33:09 WIB 2026-09-01] [B] floating -23.2 pips | harga=4376.82 | PINE=FLAT RSI=22.4
[15:34:09 WIB 2026-09-01] [LIVE] floating -25.7 pips | harga=4374.31 | PINE=FLAT RSI=22.7
[15:34:09 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4374.31 | PINE=FLAT RSI=22.7
[15:34:09 WIB 2026-09-01] >>> BUY LIMIT B KENA @4400 | harga=4374.31 | PINE=FLAT RSI=22.7
[15:34:09 WIB 2026-09-01] >>> PERINGATAN MISS #12: PINE belum konfirmasi BUY — posisi AGRESIF, siap cut cepat!
